Gas_Stations_Address,Latitude,Longitude,Pincode,Pincode( frst 3 characters),Latitiude of the nearest Fast Charger,Longitude of the nearest fast charger,Distance with the nearest fast EV charger
Glemseckstraße 63 · 71229 Leonberg,48.7846568,9.0194306,71229,712,48.798767,8.999774,2.129588572
Bruckenbachstraße 46 · 71229 Leonberg,48.8011637,8.997988,71229,712,48.798767,8.999774,0.296874532
Hauptstraße 243 · 66589 Merchweiler,49.3497764,7.0480376,66589,665,49.187444,7.370269,29.5370696
Glashüttenstraße 4 · 66287 Quierschied,49.322948,7.0548317,66287,662,49.346209,6.934792,9.074400235
Plieninger Straße 35 · 73765 Neuhausen,48.6910032,9.2721182,73765,737,48.73334,9.31523,5.671633502
Trierer Straße 44-46 · 66265 Heusweiler,49.3412101,6.9339405,66265,662,49.346209,6.934792,0.559264832
Nellinger Straße 24 · 89188 Merklingen,48.5134195,9.7585611,89188,891,48.456817,10.029649,20.94750121
Bitscher Straße 20a · 66482 Zweibrücken,49.2328751,7.3605058,66482,664,49.229229,7.410162,3.628329749
Saarbruecker Straße 1 · 66299 Friedrichsthal,49.3218415,7.0952134,66299,662,49.346209,6.934792,11.93574099
Leonberger Straße 38 · 71229 Leonberg,48.791697,9.0106738,71229,712,48.798767,8.999774,1.12048473
Flughafenstraße 70 · 70629 Stuttgart,48.6895469,9.2129825,70629,706,48.689869,9.191937,1.545235675
Kruichling 15 · 73230 Kirchheim / Teck,48.644007,9.4293331,73230,732,48.706856,9.421793,7.010384929
Leonberger Straße 48 · 71292 Friolzheim,48.8372589,8.8453554,71292,712,48.798767,8.999774,12.08904617
Deizisauer Straße 24 · 73770 Denkendorf,48.6962247,9.3326469,73770,737,48.73334,9.31523,4.320330157
Renninger Straße 24 · 71277 Rutesheim,48.8040368,8.940708,71277,712,48.798767,8.999774,4.365551246
Wiesenstraße 30 · 76228 Karlsruhe,48.9574166,8.4778417,76228,762,48.938505,8.367736,8.31108186
Lerchenbergstraße 7 · 89160 Dornstadt,48.4634654,9.9481647,89160,891,48.456817,10.029649,6.053789303
Heinrich-Otto-Straße 2 · 73240 Wendlingen Am Neckar,48.6657328,9.3674335,73240,732,48.706856,9.421793,6.069046441
Bab-Ausfahrt · 89081 Ulm,48.4365897,9.9810019,89081,890,48.396859,9.995607,4.547441347
Bahnhofstraße 10 · 73240 Wendlingen,48.6738909,9.3742802,73240,732,48.706856,9.421793,5.059590352
Ulmer Straße 13 · 89340 Leipheim,48.4458887,10.2124113,89340,893,48.376357,10.846746,47.45360034
Im Hag 2-4 · 73230 Kirchheim/teck,48.6420989,9.4333135,73230,732,48.706856,9.421793,7.250177447
Hauptstraße 2a · 89312 Guenzburg,48.4707826,10.278213,89312,893,48.376357,10.846746,43.2464506
Hauptstraße 1 · 85254 Sulzemoos,48.2901844,11.2644928,85254,852,48.253313,11.439904,13.61438854
Ziegeleistraße 2 · 86368 Gersthofen,48.4109512,10.8731446,86368,863,48.356362,10.963932,9.044137676
Autohof Wilhelm-Maybach-Straße 3 · 89312 Guenzburg,48.4269519,10.2891176,89312,893,48.376357,10.846746,41.54825973
Hauptstraße 263 · 89343 Jettingen-Scheppach,48.3939093,10.4578772,89343,893,48.376357,10.846746,28.7829331
Theodor-Sanne-Straße 1 · 83233 Bernau A.Chiemsee,47.8147551,12.3674661,83233,832,47.853338,12.342372,4.681293221
Oberwinkl 4 · 83355 Grabenstätt,47.8279424,12.5210753,83355,833,47.8478,12.8221,22.57594427
Robert-Bosch-Straße 10 · 89343 Jettingen-Scheppach,48.4114033,10.4400534,89343,893,48.376357,10.846746,30.27956428
Priener Straße 10 · 83233 Bernau,47.8204188,12.3618758,83233,832,47.853338,12.342372,3.939297401
Wertinger Straße 23 · 86441 Zusmarshausen,48.4033659,10.5979471,86441,864,48.254594,10.986705,33.1610408
Rosenheimer Straße 83 · 83064 Raubling,47.8045991,12.119854,83064,830,47.85028,12.13702,5.238641266
Hery-Park 2900 · 86368 Gersthofen,48.4232852,10.8637069,86368,863,48.356362,10.963932,10.49501667
Verdistraße 142 · 81247 Muenchen,48.1684361,11.4659094,81247,812,48.142582,11.481988,3.112437421
Augsburger Straße 42 · 86368 Gersthofen,48.4191732,10.8793727,86368,863,48.356362,10.963932,9.368519339
Carl-Benz Straße 6 · 73235 Weilheim-Teck,48.6240101,9.5476211,73235,732,48.706856,9.421793,13.04808505
Augsburger Straße 25 · 86477 Adelsried,48.4239529,10.7201665,86477,864,48.254594,10.986705,27.25355334
Verdistraße 141 · 81247 Muenchen,48.1684361,11.4659094,81247,812,48.142582,11.481988,3.112437421
Aschauer Straße 6 · 83112 Frasdorf,47.8022122,12.2920906,83112,831,47.801931,12.176123,8.661553126
Chiemgaustraße 185 · 81549 München,48.1086883,11.6129653,81549,815,48.112334,11.577599,2.656858768
Münchener Straße 32 · 83629 Weyarn,47.8536282,11.818675,83629,836,47.890484,11.504948,23.75648901
Wendling 14 · 83737 Irschenberg,47.8266622,11.8981731,83737,837,47.693537,11.771805,17.5598841
Innsbrucker Ring 142 · 81669 Muenchen,48.1149465,11.6170179,81669,816,48.130943,11.617161,1.778761362
Teisendorfer Straße 16 · 83451 Piding,47.7673316,12.8940479,83451,834,47.81888,12.95544,7.340792922
Innsbrucker Ring 149 · 81669 Muenchen,48.1146395,11.6177148,81669,816,48.130943,11.617161,1.813332475
Winterbruckenweg 53 · 86316 Derching,48.407174,10.9513355,86316,863,48.356362,10.963932,5.726108693
Traunsteiner Straße 19 · 83313 Siegsdorf,47.825191,12.6374686,83313,833,47.8478,12.8221,14.0082164
Hauptstraße 7 · 86559 Adelzhausen,48.3571145,11.137689,86559,865,48.243079,10.99155,16.66255569
Hauptstraße 1 · 85235 Odelzhausen,48.3077214,11.200111,85235,852,48.253313,11.439904,18.74732182
Laimeringer Straße 2 · 86453 Dasing,48.3895363,11.068838,86453,864,48.254594,10.986705,16.18720064
Gadastraße 1 · 85232 Bergkirchen,48.2486732,11.3437838,85232,852,48.253313,11.439904,7.135532758
Hauptstraße 17 · 85235 Odelzhausen,48.3077214,11.200111,85235,852,48.253313,11.439904,18.74732182
Salzstraße 10 · 83454 Anger,47.8013487,12.8651896,83454,834,47.81888,12.95544,7.015923519
Bab A8 · 83451 Piding,47.7802898,12.8788042,83451,834,47.81888,12.95544,7.153916998
Laimeringer Str 10 · 86453 Dasing,48.3896639,11.0664515,86453,864,48.254594,10.986705,16.13503602
Innsbrucker Ring 153 · 81669 München,48.113721,11.6170349,81669,816,48.130943,11.617161,1.915021902
BAB A8 Samerberg SÃ¼d · 83101 Rohrdorf,47.8021606,12.1766494,83101,831,47.801931,12.176123,0.046878239
Bergstraße 2 · 83364 Neukirchen,47.832408,12.7426643,83364,833,47.8478,12.8221,6.170725075
Rudolf-Diesel-Straße 2. · 85235 Odelzhausen,48.3070872,11.2041573,85235,852,48.253313,11.439904,18.44129105
Bab A8 / Hochfelln Sued · 83346 Bergen / Chiemgau,47.8278539,12.5893569,83346,833,47.8478,12.8221,17.51237547
"Bab A8, Kilometer 98 · 83346 Bergen",47.8275529,12.5738864,83346,833,47.8478,12.8221,18.66239059
A8 Irschenberg Sued · 83737 Irschenberg,47.829467,11.9065143,83737,837,47.693537,11.771805,18.16156634
"BAB A8, Geilenbach 13 · 86368 Gersthofen",48.4185749,10.8116177,86368,863,48.356362,10.963932,13.20452429
BAB A8 Augsburg Ost · 86169 Augsburg,48.4123585,10.9128124,86169,861,48.362618,10.900348,5.606952709
"BAB A8, Bergstraße 105 · 75223 Niefern-Öschelbronn",48.9046407,8.7762013,75223,752,48.96059,8.62116,12.92184128
A8 Aichen Nord · 89191 Nellingen,48.5181227,9.7799889,89191,891,48.456817,10.029649,19.62169773
An der A8 · 89331 Burgau,48.4257216,10.3837344,89331,893,48.376357,10.846746,34.61911702
Autobahn Süd A8 · 73344 Gruibingen,48.6038667,9.6383542,73344,733,48.61274,9.84363,15.12458957
A 8 · 71067 Sindelfingen,48.7330316,9.0467164,71067,710,48.67746,9.01241,6.672407731
BAB A8 Denkendorf Nord · 73770 Denkendorf,48.6929264,9.3050266,73770,737,48.73334,9.31523,4.555716887
BAB A8 Leipheim SÃ¼d · 89340 Leipheim,48.4537948,10.1982868,89340,893,48.376357,10.846746,48.62674812
A 8/Schmieds · 83607 Holzkirchen,47.8998659,11.7212129,83607,836,47.890484,11.504948,16.15733492
A 8 · 83101 Rohrdorf,47.8012127,12.1898873,83101,831,47.801931,12.176123,1.031148925
A8 Holzkirchen Nord · 83607 Holzkirchen,47.8916532,11.7316613,83607,836,47.890484,11.504948,16.90444128
Berliner Allee 10 · 39326 Hohenwarsleben,52.177451,11.4895219,39326,393,52.174085,11.49526,0.541465467
Curt-Schröter-Straße 2 · 39179 Ebendorf,52.1839494,11.5710651,39179,391,52.130663,11.638394,7.49690036
Breiteweg 95 · 39179 Barleben,52.1922277,11.6229081,39179,391,52.130663,11.638394,6.926699228
Gewerbestraße 25 · 39167 Irxleben,52.1650553,11.4855965,39167,391,52.130663,11.638394,11.10494801
Grabower Straße 2 · 39126 Magdeburg,52.2027923,11.6660214,39126,391,52.130663,11.638394,8.238780609
Berliner Allee 7 · 39326 Hohenwarsleben,52.177186,11.4899691,39326,393,52.174085,11.49526,0.499061832
Am Großen Silberberg 2 · 39130 Magdeburg,52.1701674,11.5707328,39130,391,52.130663,11.638394,6.372350743
Horster Straße 269 · 45968 Gladbeck,51.5577232,7.0014495,45968,459,51.5552,6.96951,2.225880323
Zum Raukler · 39326 Hohe Boerde,52.1749473,11.4947945,39326,393,52.174085,11.49526,0.101001208
Pflaumenallee 1 · 39343 Uhrsleben,52.1941889,11.2631681,39343,393,52.174085,11.49526,15.98032962
Cranger Straße 160 · 45891 Gelsenkirchen,51.5689215,7.0798586,45891,458,51.489934,7.084124,8.787964126
Bielefelder Straße 34 · 33378 Rheda-Wiedenbrück,51.859557,8.3339446,33378,333,51.90995,8.38129,6.477503067
Cranger Straße 243 · 45891 Gelsenkirchen,51.5623228,7.0876338,45891,458,51.489934,7.084124,8.052928731
Waltroper Straße 56 · 44359 Dortmund,51.5789314,7.3874276,44359,443,51.535409,7.542785,11.78036292
Burgdorfer Straße 112 · 31275 Lehrte,52.3836526,9.9739673,31275,312,52.324278,10.225194,18.29505008
Cranger Straße 215 · 45891 Gelsenkirchen,51.5646264,7.0837721,45891,458,51.489934,7.084124,8.305451616
Preussenstraße 106 A · 44532 Luenen,51.6003281,7.5308965,44532,445,51.552373,7.295071,17.14679679
Recklinghauser Straße 50 · 44581 Castrop-Rauxel,51.5887571,7.331751,44581,445,51.552373,7.295071,4.774359312
Evinger Straße 517 · 44339 Dortmund,51.5737415,7.464109,44339,443,51.535409,7.542785,6.910546818
Hebewerkstraße 18 · 44581 Castrop-Rauxel,51.6066519,7.316535,44581,445,51.552373,7.295071,6.215100102
Autohof Bundesautobahn 2 · 39365 Marienborn,52.2082508,11.1190868,39365,393,52.174085,11.49526,25.92197968
Henrichenburger Straße 167 · 44581 Castrop-Rauxel,51.6024197,7.2861185,44581,445,51.552373,7.295071,5.599220212
Lünener Straße 239 · 59174 Kamen,51.5916471,7.6645865,59174,591,51.569984,7.67309,2.479453038
Phönixstraße 4-6 · 45968 Gladbeck,51.5540454,6.998364,45968,459,51.5552,6.96951,1.999019713
Heinrich-Hertz-Straße 21b · 31228 Peine,52.3405423,10.1876714,31228,312,52.324278,10.225194,3.125902046
Peiner Straße 12 · 31228 Peine,52.3427351,10.2401123,31228,312,52.324278,10.225194,2.289013699
Mühlenstraße 2 · 33378 Rheda Wiedenbrück,51.8349207,8.2985134,33378,333,51.90995,8.38129,10.09449463
Bochumer Straße 1 · 45663 Recklinghausen,51.570446,7.2120234,45663,456,51.60721,7.19866,4.190922348
Hebewerkstraße 25 · 44581 Castrop-Rauxel,51.6066519,7.316535,44581,445,51.552373,7.295071,6.215100102
Blitzkuhlenstraße 97 · 45659 Recklinghausen,51.6381524,7.1816476,45659,456,51.60721,7.19866,3.635558199
Preußenstraße 49 · 44532 Lünen,,,44532,445,51.552373,7.295071,5773.20311
An der Landstraße · 39291 Theessen,52.238737,12.0472269,39291,392,52.25830203,11.84105513,14.2033034
Glindenberger Weg 3 · 39126 Magdeburg,52.2113028,11.6706746,39126,391,52.130663,11.638394,9.233019489
Kirchhellener Straße 140 · 46145 Oberhausen,51.5401274,6.8651072,46145,461,51.5019153,6.8829559,4.424813059
Hoehenweg 23-25 · 46147 Oberhausen,51.5485788,6.851195,46147,461,51.5019153,6.8829559,5.634814506
Overbergstraße 33 · 45663 Recklinghausen,51.5806892,7.2307831,45663,456,51.60721,7.19866,3.690580818
Ewaldstraße 81 · 45892 Gelsenkirchen,51.5747587,7.1167848,45892,458,51.489934,7.084124,9.698865997
Luenener Straße 68 · 59174 Kamen,51.5916471,7.6645865,59174,591,51.569984,7.67309,2.479453038
IndustriestraÃe 19 · 33689 Bielefeld,51.9568558,8.5783201,33689,336,52.03155,8.539489,8.720764194
Im Gewerbegebiet 1 · 14778 Wollin b.Brandenburg,52.2891257,12.4645971,14778,147,52.410873,12.546294,14.63079843
Werler Straße 390 · 59069 Hamm,51.6236148,7.8474118,59069,590,51.66959,7.81033,5.7167193
Zuckerfabrik 1 · 39343 Alleringersleben,52.2141114,11.1420078,39343,393,52.174085,11.49526,24.48596368
Schopsdorfer Heidestraße 5 · 39291 Genthin,52.2366934,12.224001,39291,392,52.25830203,11.84105513,26.1811438
Altenderner Straße 90 · 44329 Dortmund,51.5705061,7.5172818,44329,443,51.535409,7.542785,4.282479968
Am Lohen 4 · 38350 Helmstedt,52.2521581,10.9905735,38350,383,52.24045665,10.9958111,1.349118781
Steimker Straße 15 · 38154 Königslutter,52.3052639,10.8133608,38154,381,52.262151,10.527829,20.00578994
Horster Straße 189 · 45897 Gelsenkirchen,51.5609161,7.0464205,45897,458,51.489934,7.084124,8.312689417
Straßburger Straße 4 · 31275 Lehrte,52.3850022,9.953483,31275,312,52.324278,10.225194,19.64973688
Herner Straße 249 · 45659 Recklinghausen,51.5841762,7.2127575,45659,456,51.60721,7.19866,2.740112537
Kurfürstenstraße 14 · 31275 Lehrte,52.3852067,10.0164773,31275,312,52.324278,10.225194,15.71076231
Niedersachsenstraße/Hermesstraße 2 · 31275 Lehrte,52.3572675,10.1177723,31275,312,52.324278,10.225194,8.167874092
Mielestraße 20 · 31275 Lehrte,52.3780534,9.9988111,31275,312,52.324278,10.225194,16.49771577
Vorhelmer Straße 439 · 59269 Beckum,51.7764088,8.0142143,59269,592,51.45242085,7.525005027,49.38426348
Marientaler Straße 85 · 38350 Helmstedt,52.2431006,10.9984159,38350,383,52.24045665,10.9958111,0.343347756
Dammfeldstraße 1 · 31275 Lehrte,52.4017654,9.9749332,31275,312,52.324278,10.225194,19.05273382
Am Mühlenhop 1 · 38154 Königslutter,,,38154,381,52.262151,10.527829,5893.87766
Autohof Straengenbach 1 · 59510 Lippetal,51.6960323,7.9666292,59510,595,51.579043,8.585,44.61314489
Schmalkalder Straße 13 · 45665 Recklinghausen,51.598892,7.2500665,45665,456,51.60721,7.19866,3.668831003
Buchenweg 107 · 46147 Oberhausen,51.5454564,6.8288681,46147,461,51.5019153,6.8829559,6.119104156
An der Windmühle 6 · 30890 Barsinghausen,52.3315422,9.4207607,30890,308,52.422367,9.55072,13.40959537
Peiner Straße 2 · 38176 Wendeburg,52.3282746,10.39367,38176,381,52.262151,10.527829,11.71756368
Hansestraße 1 · 33689 Bielefeld,51.9516551,8.5991676,33689,336,52.03155,8.539489,9.778619384
Schwalenbergstraße 44 · 31515 Wunstorf,52.3882855,9.4551184,31515,315,52.45614,9.150692,21.97904016
Burgdorfer Straße 115 · 31275 Lehrte,52.3836526,9.9739673,31275,312,52.324278,10.225194,18.29505008
Hitzepohl-West 1 · 32457 Porta- Westfalica,52.2190522,8.8846213,32457,324,52.281314,8.909908,7.133992638
Ruhmrischkamp 3 · 38179 Schwuelper,52.3376389,10.4178515,38179,381,52.262151,10.527829,11.24200458
Niedersachsenstraße 3a · 31275 Lehrte,52.3580276,10.1173677,31275,312,52.324278,10.225194,8.230577753
Sachsenstraße 149 · 45665 Recklinghausen,51.6085973,7.2720947,45665,456,51.60721,7.19866,5.073485945
Gütersloher Straße 24 · 33378 Rheda-Wiedenbrück,51.8349207,8.2985134,33378,333,51.90995,8.38129,10.09449463
Bielefelder Straße 82 · 33378 Rheda-Wiedenbrueck,51.859557,8.3339446,33378,333,51.90995,8.38129,6.477503067
An Der B 214 · 38179 Schwuelper,52.3379897,10.4194236,38179,381,52.262151,10.527829,11.20049752
Kirchhellener Straße 261 · 46240 Bottrop,51.5440871,6.9175971,46240,462,51.657126,7.013951,14.22239787
Aurea 1-3 · 33378 Rheda-Wiedenbrück,51.8315588,8.2195348,33378,333,51.90995,8.38129,14.11778332
Bielefelder Straße 145 · 33378 Rheda-Wiedenbrück,51.859557,8.3339446,33378,333,51.90995,8.38129,6.477503067
An Der B 83 · 31711 Luhden,52.2336643,9.0867082,31711,317,52.09859,9.359075,23.88877864
Bielefelder Straße 107 · 33378 Rheda-Wiedenbrück,51.859557,8.3339446,33378,333,51.90995,8.38129,6.477503067
Zur Obersburg 2 · 31749 Auetal,52.2314645,9.2362272,31749,317,52.09859,9.359075,16.98546418
Hanomagstraße 2 · 31867 Lauenau,52.2759107,9.3523698,31867,318,51.98365554,9.261288456,33.0866575
Verler Straße 298 · 33332 Guetersloh,51.8925974,8.411082,33332,333,51.90995,8.38129,2.81087581
Schwarzer Weg 109 · 31224 Peine,52.3337374,10.2364293,31224,312,52.324278,10.225194,1.299719766
Kreuzstraße 18 · 59302 Oelde,51.8009056,8.1774995,59302,593,51.764162,7.397249,53.82884918
Rehrener Straße 28 · 31749 Auetal,52.2373757,9.2430133,31749,317,52.09859,9.359075,17.3438921
Hansestraße 84 · 38112 Braunschweig,52.3162185,10.488979,38112,381,52.262151,10.527829,6.567097698
Zum Autohof 4 · 32457 Porta Westfalica,52.2098774,8.8730119,32457,324,52.281314,8.909908,8.331109407
Autohof Kronskamp 3 · 30890 Barsinghausen,52.3328749,9.4147728,30890,308,52.422367,9.55072,13.571293
Senefelder Str 6 · 33689 Bielefeld,51.9566253,8.5796507,33689,336,52.03155,8.539489,8.773305985
Marientaler Straße 52b · 38350 Helmstedt,52.2431006,10.9984159,38350,383,52.24045665,10.9958111,0.343347756
Varrelheide 210 · 30657 Hannover,52.4238091,9.8320539,30657,306,52.3770551,9.7996098,5.645587635
Schwarzer Weg 39 · 31224 Peine,52.330087,10.2348245,31224,312,52.324278,10.225194,0.919534927
In der Geist 110 · 59302 Oelde,51.8118605,8.1339169,59302,593,51.764162,7.397249,50.94621834
Schwarzer Weg 23 · 31224 Peine,52.328498,10.2339039,31224,312,52.324278,10.225194,0.755344154
Heinrich-Hertz-Straße 20 · 31228 Peine,52.3402949,10.2599094,31228,312,52.324278,10.225194,2.955718533
Hans-Böckler-Straße 60 · 30851 Langenhagen,52.4323268,9.731293,30851,308,52.422367,9.55072,12.29337271
Vahrenwalderstraße 285 · 30179 Hannover,52.4173673,9.7326362,30179,301,52.374458,9.741956,4.813018812
Hauptstraße 28A · 38110 Braunschweig,52.3263724,10.5138117,38110,381,52.262151,10.527829,7.204440788
Hauptstraße 1 · 38110 Braunschweig,52.3263724,10.5138117,38110,381,52.262151,10.527829,7.204440788
Havelser Straße 10 · 30823 Garbsen,52.4254264,9.6057611,30823,308,52.422367,9.55072,3.747715053
Hansestraße 47A · 38112 Braunschweig,52.3073694,10.4762485,38112,381,52.262151,10.527829,6.131208888
Hansestraße 34 · 38112 Braunschweig,52.3162185,10.488979,38112,381,52.262151,10.527829,6.567097698
Rendsburger Straße 1 · 30659 Hannover,52.4204689,9.8311207,30659,306,52.3770551,9.7996098,5.279624016
In Den Lohbalken 1 · 38165 Lehre,52.3108343,10.6349426,38165,381,52.262151,10.527829,9.076737739
Berliner Heerstraße 2 · 38165 Lehre,52.3146406,10.6369514,38165,381,52.262151,10.527829,9.442116062
Berenbosteler Straße 92 · 30823 Garbsen,52.4256825,9.5951892,30823,308,52.422367,9.55072,3.03782537
Kirchhorster Straße 24 · 30659 Hannover,52.4154427,9.8271867,30659,306,52.3770551,9.7996098,4.660602703
Bremer Straße 4 · 30823 Garbsen,52.4305907,9.6149017,30823,308,52.422367,9.55072,4.446832983
Bremer Straße 3 · 30827 Garbsen,52.4257897,9.6223678,30827,308,52.422367,9.55072,4.873179402
Langenforther Straße 105 · 30657 Hannover,52.4248194,9.7816703,30657,306,52.3770551,9.7996098,5.448814128
Prüßentrift 77 · 30657 Hannover,52.4155616,9.7814388,30657,306,52.3770551,9.7996098,4.455700858
Hannoversche Straße 52 · 30855 Langenhagen,52.4364781,9.6775474,30855,308,52.422367,9.55072,8.740858049
Auf der Horst 64 · 30823 Garbsen,52.4212395,9.5955103,30823,308,52.422367,9.55072,3.039884568
Jaedekamp 19 · 30419 Hannover,52.4146487,9.6441762,30419,304,52.414599,9.643312,0.05887221
Am Leineufer 52 · 30419 Hannover,52.4185178,9.6351621,30419,304,52.414599,9.643312,0.703833198
Vahrenwalder Straße 323 · 30851 Langenhagen,52.4068551,9.7348255,30851,308,52.422367,9.55072,12.60507531
A2 Buckautal Nord · 14793 Ziesar,52.2674295,12.3594732,14793,147,52.410873,12.546294,20.38390029
A2 Buckautal Sued · 14793 Ziesar,52.2506735,12.3102426,14793,147,52.410873,12.546294,23.97076598
"BAB A2, Brockweg 30 · 33334 Gütersloh",51.89529,8.37483,33334,333,51.90995,8.38129,1.689293422
A2 Bottrop Sued · 46242 Bottrop,51.5040546,6.9361389,46242,462,51.657126,7.013951,17.84978295
BAB A2 BÃ¶rde Nord · 39343 Hohe BÃ¶rde,,,39343,393,52.174085,11.49526,5900.125045
BAB A2 Boerde SÃ¼d · 39343 Hohe BÃ¶rde,52.187579,11.3987219,39343,393,52.174085,11.49526,6.750973766
A 2/Brockweg · 33334 Gütersloh,51.8976991,8.3751663,33334,333,51.90995,8.38129,1.425549765
A 2 · 38350 Helmstedt,52.2500973,11.0007967,38350,383,52.24045665,10.9958111,1.12444703
A 2 · 31275 Lehrte,52.3816722,10.0229914,31275,312,52.324278,10.225194,15.14351165
A 2 · 33719 Bielefeld,52.0241284,8.635512,33719,337,51.9113,8.65948,12.65294015
A 2/Ostendor · 59069 Hamm,51.6319685,7.8763418,59069,590,51.66959,7.81033,6.183948155
A 2 · 31749 Auetal,52.2314075,9.2393328,31749,317,52.09859,9.359075,16.87643505
Helmstedt Süd / BAB A2 · 38350 Helmstedt,52.2500973,11.0007967,38350,383,52.24045665,10.9958111,1.12444703
A2 Zweidorfer Holz Nord · 38176 Wendeburg,52.3408617,10.3546232,38176,381,52.262151,10.527829,14.67336942
A2 Garbsen Nord · 30823 Garbsen,52.4220981,9.5535527,30823,308,52.422367,9.55072,0.19440102
A2 Garbsen Sued · 30823 Garbsen,52.4212205,9.5649726,30823,308,52.422367,9.55072,0.974862337
A2 Zweidorfer Holz Sued · 38176 Wendeburg,52.3386125,10.3610697,38176,381,52.262151,10.527829,14.17272747
Im Zengerott 1 · 59069 Hamm,51.6298575,7.8713971,59069,590,51.66959,7.81033,6.104929901
Brauckstraße 160 · 45892 Gelsenkirchen,51.5757565,7.0977131,45892,458,51.489934,7.084124,9.589207022
Am Speckenbach 28 · 32107 Bad Salzuflen,52.073243,8.6666502,32107,321,52.167461,8.633353,10.7203757
An Der Bab2 · 31749 Auetal,52.2314075,9.2393328,31749,317,52.09859,9.359075,16.87643505
Zeppelinstraße 2 · 59069 Hamm,51.6207822,7.8638754,59069,590,51.66959,7.81033,6.565400215
Merkurstraße 57 · 67663 Kaiserslautern,49.442197,7.7206411,67663,676,49.4431806,7.774825,3.919015189
Wolfsau 4 · 66130 Saarbrücken,49.20958,7.02703,66130,661,49.23945,6.989358,4.303038098
Obere Kaiserstraße 279 · 66386 Sankt Ingbert,49.2835284,7.1624686,66386,663,49.248752,6.862715,22.09113784
Ensheimer Straße 162 · 66386 St. Ingbert,49.2682844,7.1062297,66386,663,49.248752,6.862715,17.80507239
Metzer Straße 121 · 66117 Saarbruecken,49.2111382,6.964416,66117,661,49.23945,6.989358,3.632005946
Amselstraße 10 · 68307 Mannheim,49.5558585,8.4587044,68307,683,49.526928,8.505668,4.672404467
Kirchheimer Str 58 · 67269 Gruenstadt,49.5591589,8.1694473,67269,672,49.537156,8.180606,2.575652805
Merkurstraße 20 · 67663 Kaiserslautern,49.442197,7.7206411,67663,676,49.4431806,7.774825,3.919015189
Mainzerstraße 110 · 67657 Kaiserslautern,49.4556403,7.7964793,67657,676,49.4431806,7.774825,2.090437165
